freq,sex,indic_se,isco08,sizeclas,nace_r2,unit,geo\TIME_PERIOD,2022
A,F,HOL,OC7,GE10,G,NR,LV,
A,F,HOL,OC7,GE10,G,NR,MT,
A,F,HOL,OC7,GE10,G,NR,NL,14.0
A,F,HOL,OC7,GE10,G,NR,NO,23.0
A,F,HOL,OC7,GE10,G,NR,PL,24.0
A,F,HOL,OC7,GE10,G,NR,PT,24.0
A,F,HOL,OC7,GE10,G,NR,RO,22.0
A,F,HOL,OC7,GE10,G,NR,RS,21.0
A,F,HOL,OC7,GE10,G,NR,SE,27.0
A,F,HOL,OC7,GE10,G,NR,SI,28.0
A,F,HOL,OC7,GE10,G,NR,SK,28.0
A,F,HOL,OC7,GE10,G-J,NR,AL,23.0
A,F,HOL,OC7,GE10,G-J,NR,AT,22.0
A,F,HOL,OC7,GE10,G-J,NR,BA,22.0
A,F,HOL,OC7,GE10,G-J,NR,BE,20.0
A,F,HOL,OC7,GE10,G-J,NR,CH,20.0
A,F,HOL,OC7,GE10,G-J,NR,CZ,25.0
A,F,HOL,OC7,GE10,G-J,NR,DE,26.0
A,F,HOL,OC7,GE10,G-J,NR,DK,23.0
A,F,HOL,OC7,GE10,G-J,NR,EA19,23.0
A,F,HOL,OC7,GE10,G-J,NR,EA20,23.0
A,F,HOL,OC7,GE10,G-J,NR,EE,21.0
A,F,HOL,OC7,GE10,G-J,NR,EL,27.0
A,F,HOL,OC7,GE10,G-J,NR,ES,23.0
A,F,HOL,OC7,GE10,G-J,NR,EU27_2020,23.0
A,F,HOL,OC7,GE10,G-J,NR,FI,19.0
A,F,HOL,OC7,GE10,G-J,NR,FR,28.0
A,F,HOL,OC7,GE10,G-J,NR,HR,22.0
A,F,HOL,OC7,GE10,G-J,NR,HU,25.0
A,F,HOL,OC7,GE10,G-J,NR,IE,21.0
A,F,HOL,OC7,GE10,G-J,NR,IT,22.0
A,F,HOL,OC7,GE10,G-J,NR,LV,21.0
A,F,HOL,OC7,GE10,G-J,NR,MT,
A,F,HOL,OC7,GE10,G-J,NR,NL,15.0
A,F,HOL,OC7,GE10,G-J,NR,NO,23.0
A,F,HOL,OC7,GE10,G-J,NR,PL,24.0
A,F,HOL,OC7,GE10,G-J,NR,PT,24.0
A,F,HOL,OC7,GE10,G-J,NR,RO,25.0
A,F,HOL,OC7,GE10,G-J,NR,RS,24.0
A,F,HOL,OC7,GE10,G-J,NR,SE,27.0
A,F,HOL,OC7,GE10,G-J,NR,SI,28.0
A,F,HOL,OC7,GE10,G-J,NR,SK,27.0
A,F,HOL,OC7,GE10,G-S,NR,BA,23.0
A,F,HOL,OC7,GE10,G-S,NR,CH,19.0
A,F,HOL,OC7,GE10,G-S,NR,DE,26.0
A,F,HOL,OC7,GE10,G-S,NR,DK,22.0
A,F,HOL,OC7,GE10,G-S,NR,ES,23.0
A,F,HOL,OC7,GE10,G-S,NR,HR,23.0
A,F,HOL,OC7,GE10,G-S,NR,HU,26.0
A,F,HOL,OC7,GE10,G-S,NR,IT,19.0
A,F,HOL,OC7,GE10,G-S,NR,LV,21.0
A,F,HOL,OC7,GE10,G-S,NR,NL,16.0
A,F,HOL,OC7,GE10,G-S,NR,NO,23.0
A,F,HOL,OC7,GE10,G-S,NR,PL,23.0
A,F,HOL,OC7,GE10,G-S,NR,RO,26.0
A,F,HOL,OC7,GE10,G-S,NR,RS,25.0
A,F,HOL,OC7,GE10,G-S,NR,SI,28.0
A,F,HOL,OC7,GE10,G-S,NR,SK,26.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,AT,23.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,BA,23.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,CH,19.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,DE,26.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,DK,22.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,EA19,24.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,EA20,24.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,EL,24.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,ES,23.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,EU27_2020,24.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,HR,23.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,HU,26.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,IT,19.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,LV,21.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,NL,16.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,NO,23.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,PL,23.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,RO,26.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,RS,25.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,SI,28.0
A,F,HOL,OC7,GE10,G-S_X_O,NR,SK,26.0
A,F,HOL,OC7,GE10,H,NR,AL,
A,F,HOL,OC7,GE10,H,NR,AT,25.0
A,F,HOL,OC7,GE10,H,NR,BA,
A,F,HOL,OC7,GE10,H,NR,BE,
A,F,HOL,OC7,GE10,H,NR,BG,25.0
A,F,HOL,OC7,GE10,H,NR,CH,24.0
A,F,HOL,OC7,GE10,H,NR,CZ,29.0
A,F,HOL,OC7,GE10,H,NR,DE,27.0
A,F,HOL,OC7,GE10,H,NR,DK,
A,F,HOL,OC7,GE10,H,NR,EA19,26.0
A,F,HOL,OC7,GE10,H,NR,EA20,26.0
A,F,HOL,OC7,GE10,H,NR,EE,
A,F,HOL,OC7,GE10,H,NR,EL,26.0
A,F,HOL,OC7,GE10,H,NR,ES,
A,F,HOL,OC7,GE10,H,NR,EU27_2020,27.0
A,F,HOL,OC7,GE10,H,NR,FI,
A,F,HOL,OC7,GE10,H,NR,FR,27.0
A,F,HOL,OC7,GE10,H,NR,HR,
A,F,HOL,OC7,GE10,H,NR,HU,24.0
A,F,HOL,OC7,GE10,H,NR,IE,
A,F,HOL,OC7,GE10,H,NR,IS,
A,F,HOL,OC7,GE10,H,NR,IT,27.0
A,F,HOL,OC7,GE10,H,NR,LT,
A,F,HOL,OC7,GE10,H,NR,LU,
A,F,HOL,OC7,GE10,H,NR,LV,22.0
A,F,HOL,OC7,GE10,H,NR,MT,
A,F,HOL,OC7,GE10,H,NR,NL,
A,F,HOL,OC7,GE10,H,NR,NO,25.0
A,F,HOL,OC7,GE10,H,NR,PL,23.0
A,F,HOL,OC7,GE10,H,NR,PT,
A,F,HOL,OC7,GE10,H,NR,RO,29.0
A,F,HOL,OC7,GE10,H,NR,RS,
A,F,HOL,OC7,GE10,H,NR,SE,
A,F,HOL,OC7,GE10,H,NR,SI,
A,F,HOL,OC7,GE10,H,NR,SK,25.0
A,F,HOL,OC7,GE10,I,NR,AL,
A,F,HOL,OC7,GE10,I,NR,AT,18.0
A,F,HOL,OC7,GE10,I,NR,BA,21.0
A,F,HOL,OC7,GE10,I,NR,BE,
A,F,HOL,OC7,GE10,I,NR,BG,
A,F,HOL,OC7,GE10,I,NR,CH,26.0
A,F,HOL,OC7,GE10,I,NR,CY,
A,F,HOL,OC7,GE10,I,NR,CZ,23.0
A,F,HOL,OC7,GE10,I,NR,DE,25.0
A,F,HOL,OC7,GE10,I,NR,DK,
A,F,HOL,OC7,GE10,I,NR,EA19,23.0
A,F,HOL,OC7,GE10,I,NR,EA20,23.0
A,F,HOL,OC7,GE10,I,NR,EE,19.0
A,F,HOL,OC7,GE10,I,NR,EL,28.0
A,F,HOL,OC7,GE10,I,NR,ES,
A,F,HOL,OC7,GE10,I,NR,EU27_2020,23.0
A,F,HOL,OC7,GE10,I,NR,FI,19.0
A,F,HOL,OC7,GE10,I,NR,FR,
A,F,HOL,OC7,GE10,I,NR,HR,
A,F,HOL,OC7,GE10,I,NR,HU,
A,F,HOL,OC7,GE10,I,NR,IE,
A,F,HOL,OC7,GE10,I,NR,IT,
A,F,HOL,OC7,GE10,I,NR,LT,
A,F,HOL,OC7,GE10,I,NR,LV,21.0
A,F,HOL,OC7,GE10,I,NR,MT,
A,F,HOL,OC7,GE10,I,NR,NL,
A,F,HOL,OC7,GE10,I,NR,NO,24.0
A,F,HOL,OC7,GE10,I,NR,PL,
A,F,HOL,OC7,GE10,I,NR,PT,
A,F,HOL,OC7,GE10,I,NR,RO,23.0
A,F,HOL,OC7,GE10,I,NR,RS,
A,F,HOL,OC7,GE10,I,NR,SE,
A,F,HOL,OC7,GE10,I,NR,SI,27.0
A,F,HOL,OC7,GE10,I,NR,SK,
A,F,HOL,OC7,GE10,J,NR,AL,
A,F,HOL,OC7,GE10,J,NR,AT,27.0
A,F,HOL,OC7,GE10,J,NR,BA,26.0
A,F,HOL,OC7,GE10,J,NR,BE,
A,F,HOL,OC7,GE10,J,NR,CH,
A,F,HOL,OC7,GE10,J,NR,CY,
A,F,HOL,OC7,GE10,J,NR,CZ,24.0
A,F,HOL,OC7,GE10,J,NR,DE,25.0
A,F,HOL,OC7,GE10,J,NR,DK,
A,F,HOL,OC7,GE10,J,NR,EA19,24.0
A,F,HOL,OC7,GE10,J,NR,EA20,24.0
A,F,HOL,OC7,GE10,J,NR,EE,
A,F,HOL,OC7,GE10,J,NR,EL,26.0
A,F,HOL,OC7,GE10,J,NR,ES,24.0
A,F,HOL,OC7,GE10,J,NR,EU27_2020,24.0
A,F,HOL,OC7,GE10,J,NR,FI,27.0
A,F,HOL,OC7,GE10,J,NR,FR,
A,F,HOL,OC7,GE10,J,NR,HR,
A,F,HOL,OC7,GE10,J,NR,HU,26.0
A,F,HOL,OC7,GE10,J,NR,IE,
A,F,HOL,OC7,GE10,J,NR,IS,
A,F,HOL,OC7,GE10,J,NR,IT,
A,F,HOL,OC7,GE10,J,NR,LV,22.0
A,F,HOL,OC7,GE10,J,NR,MT,
A,F,HOL,OC7,GE10,J,NR,NL,
A,F,HOL,OC7,GE10,J,NR,NO,25.0
A,F,HOL,OC7,GE10,J,NR,PL,25.0
A,F,HOL,OC7,GE10,J,NR,PT,
A,F,HOL,OC7,GE10,J,NR,RO,28.0
A,F,HOL,OC7,GE10,J,NR,RS,
A,F,HOL,OC7,GE10,J,NR,SE,33.0
A,F,HOL,OC7,GE10,J,NR,SI,
A,F,HOL,OC7,GE10,J,NR,SK,
A,F,HOL,OC7,GE10,K,NR,AL,
A,F,HOL,OC7,GE10,K,NR,AT,
A,F,HOL,OC7,GE10,K,NR,BA,
A,F,HOL,OC7,GE10,K,NR,BG,
A,F,HOL,OC7,GE10,K,NR,CH,
A,F,HOL,OC7,GE10,K,NR,DE,
A,F,HOL,OC7,GE10,K,NR,DK,
A,F,HOL,OC7,GE10,K,NR,EA19,22.0
A,F,HOL,OC7,GE10,K,NR,EA20,22.0
A,F,HOL,OC7,GE10,K,NR,EL,
A,F,HOL,OC7,GE10,K,NR,ES,
A,F,HOL,OC7,GE10,K,NR,EU27_2020,23.0
A,F,HOL,OC7,GE10,K,NR,HR,
A,F,HOL,OC7,GE10,K,NR,HU,
A,F,HOL,OC7,GE10,K,NR,IE,
A,F,HOL,OC7,GE10,K,NR,IT,
A,F,HOL,OC7,GE10,K,NR,LU,
A,F,HOL,OC7,GE10,K,NR,LV,
A,F,HOL,OC7,GE10,K,NR,NL,
A,F,HOL,OC7,GE10,K,NR,NO,
A,F,HOL,OC7,GE10,K,NR,PL,
A,F,HOL,OC7,GE10,K,NR,RO,
A,F,HOL,OC7,GE10,K,NR,RS,
A,F,HOL,OC7,GE10,K,NR,SI,
A,F,HOL,OC7,GE10,K,NR,SK,
A,F,HOL,OC7,GE10,K-N,NR,AT,25.0
A,F,HOL,OC7,GE10,K-N,NR,BA,22.0
A,F,HOL,OC7,GE10,K-N,NR,BG,21.0
A,F,HOL,OC7,GE10,K-N,NR,CH,18.0
A,F,HOL,OC7,GE10,K-N,NR,CY,
A,F,HOL,OC7,GE10,K-N,NR,DE,26.0
A,F,HOL,OC7,GE10,K-N,NR,DK,18.0
A,F,HOL,OC7,GE10,K-N,NR,EA19,21.0
A,F,HOL,OC7,GE10,K-N,NR,EA20,21.0
A,F,HOL,OC7,GE10,K-N,NR,EL,14.0
A,F,HOL,OC7,GE10,K-N,NR,ES,22.0
A,F,HOL,OC7,GE10,K-N,NR,EU27_2020,22.0
A,F,HOL,OC7,GE10,K-N,NR,HR,
A,F,HOL,OC7,GE10,K-N,NR,HU,27.0
A,F,HOL,OC7,GE10,K-N,NR,IT,18.0
A,F,HOL,OC7,GE10,K-N,NR,LU,
A,F,HOL,OC7,GE10,K-N,NR,LV,
A,F,HOL,OC7,GE10,K-N,NR,NL,17.0
A,F,HOL,OC7,GE10,K-N,NR,NO,24.0
A,F,HOL,OC7,GE10,K-N,NR,PL,22.0
A,F,HOL,OC7,GE10,K-N,NR,RO,22.0
A,F,HOL,OC7,GE10,K-N,NR,RS,20.0
A,F,HOL,OC7,GE10,K-N,NR,SI,21.0
A,F,HOL,OC7,GE10,K-N,NR,SK,25.0
A,F,HOL,OC7,GE10,L,NR,AT,
A,F,HOL,OC7,GE10,L,NR,BA,
A,F,HOL,OC7,GE10,L,NR,BG,
A,F,HOL,OC7,GE10,L,NR,CH,
A,F,HOL,OC7,GE10,L,NR,CY,
A,F,HOL,OC7,GE10,L,NR,CZ,
A,F,HOL,OC7,GE10,L,NR,DE,27.0
A,F,HOL,OC7,GE10,L,NR,DK,
A,F,HOL,OC7,GE10,L,NR,EA19,24.0
A,F,HOL,OC7,GE10,L,NR,EA20,24.0
A,F,HOL,OC7,GE10,L,NR,EL,
A,F,HOL,OC7,GE10,L,NR,ES,
A,F,HOL,OC7,GE10,L,NR,EU27_2020,24.0
A,F,HOL,OC7,GE10,L,NR,FI,
A,F,HOL,OC7,GE10,L,NR,FR,
A,F,HOL,OC7,GE10,L,NR,HR,
A,F,HOL,OC7,GE10,L,NR,HU,
A,F,HOL,OC7,GE10,L,NR,IT,
A,F,HOL,OC7,GE10,L,NR,LT,
A,F,HOL,OC7,GE10,L,NR,LV,
A,F,HOL,OC7,GE10,L,NR,MT,
A,F,HOL,OC7,GE10,L,NR,NL,
A,F,HOL,OC7,GE10,L,NR,NO,
A,F,HOL,OC7,GE10,L,NR,PL,
A,F,HOL,OC7,GE10,L,NR,PT,
A,F,HOL,OC7,GE10,L,NR,RO,
A,F,HOL,OC7,GE10,L,NR,RS,
A,F,HOL,OC7,GE10,L,NR,SE,
A,F,HOL,OC7,GE10,L,NR,SI,
A,F,HOL,OC7,GE10,L,NR,SK,
A,F,HOL,OC7,GE10,M,NR,AL,
A,F,HOL,OC7,GE10,M,NR,AT,22.0
A,F,HOL,OC7,GE10,M,NR,BA,
A,F,HOL,OC7,GE10,M,NR,BG,19.0
A,F,HOL,OC7,GE10,M,NR,CH,18.0
A,F,HOL,OC7,GE10,M,NR,CY,
A,F,HOL,OC7,GE10,M,NR,CZ,23.0
A,F,HOL,OC7,GE10,M,NR,DE,24.0
A,F,HOL,OC7,GE10,M,NR,DK,22.0
A,F,HOL,OC7,GE10,M,NR,EA19,24.0
A,F,HOL,OC7,GE10,M,NR,EA20,23.0
A,F,HOL,OC7,GE10,M,NR,EE,
A,F,HOL,OC7,GE10,M,NR,EL,28.0
A,F,HOL,OC7,GE10,M,NR,ES,24.0
A,F,HOL,OC7,GE10,M,NR,EU27_2020,23.0
A,F,HOL,OC7,GE10,M,NR,FI,
A,F,HOL,OC7,GE10,M,NR,FR,23.0
A,F,HOL,OC7,GE10,M,NR,HR,18.0
A,F,HOL,OC7,GE10,M,NR,HU,25.0
A,F,HOL,OC7,GE10,M,NR,IE,
A,F,HOL,OC7,GE10,M,NR,IT,24.0
A,F,HOL,OC7,GE10,M,NR,LT,
A,F,HOL,OC7,GE10,M,NR,LU,
A,F,HOL,OC7,GE10,M,NR,LV,
A,F,HOL,OC7,GE10,M,NR,MT,
A,F,HOL,OC7,GE10,M,NR,NL,18.0
A,F,HOL,OC7,GE10,M,NR,NO,24.0
A,F,HOL,OC7,GE10,M,NR,PL,
A,F,HOL,OC7,GE10,M,NR,PT,
A,F,HOL,OC7,GE10,M,NR,RO,23.0
A,F,HOL,OC7,GE10,M,NR,RS,
A,F,HOL,OC7,GE10,M,NR,SE,28.0
A,F,HOL,OC7,GE10,M,NR,SI,
A,F,HOL,OC7,GE10,M,NR,SK,25.0
A,F,HOL,OC7,GE10,N,NR,AL,
A,F,HOL,OC7,GE10,N,NR,AT,26.0
A,F,HOL,OC7,GE10,N,NR,BA,23.0
A,F,HOL,OC7,GE10,N,NR,BE,24.0
A,F,HOL,OC7,GE10,N,NR,BG,24.0
A,F,HOL,OC7,GE10,N,NR,CH,18.0
A,F,HOL,OC7,GE10,N,NR,CZ,22.0
A,F,HOL,OC7,GE10,N,NR,DE,27.0
A,F,HOL,OC7,GE10,N,NR,DK,14.0
A,F,HOL,OC7,GE10,N,NR,EA19,21.0
A,F,HOL,OC7,GE10,N,NR,EA20,21.0
A,F,HOL,OC7,GE10,N,NR,EE,19.0
A,F,HOL,OC7,GE10,N,NR,EL,13.0
A,F,HOL,OC7,GE10,N,NR,ES,21.0
A,F,HOL,OC7,GE10,N,NR,EU27_2020,21.0
A,F,HOL,OC7,GE10,N,NR,FI,22.0
A,F,HOL,OC7,GE10,N,NR,FR,28.0
A,F,HOL,OC7,GE10,N,NR,HR,
A,F,HOL,OC7,GE10,N,NR,HU,28.0
A,F,HOL,OC7,GE10,N,NR,IE,
A,F,HOL,OC7,GE10,N,NR,IT,18.0
A,F,HOL,OC7,GE10,N,NR,LT,
A,F,HOL,OC7,GE10,N,NR,LU,
A,F,HOL,OC7,GE10,N,NR,LV,
A,F,HOL,OC7,GE10,N,NR,MT,
A,F,HOL,OC7,GE10,N,NR,NL,16.0
A,F,HOL,OC7,GE10,N,NR,NO,24.0
A,F,HOL,OC7,GE10,N,NR,PL,22.0
A,F,HOL,OC7,GE10,N,NR,PT,23.0
A,F,HOL,OC7,GE10,N,NR,RO,22.0
A,F,HOL,OC7,GE10,N,NR,RS,21.0
A,F,HOL,OC7,GE10,N,NR,SE,27.0
A,F,HOL,OC7,GE10,N,NR,SI,23.0
A,F,HOL,OC7,GE10,N,NR,SK,25.0
A,F,HOL,OC7,GE10,O,NR,BA,
A,F,HOL,OC7,GE10,O,NR,BG,
A,F,HOL,OC7,GE10,O,NR,CH,17.0
A,F,HOL,OC7,GE10,O,NR,CY,
A,F,HOL,OC7,GE10,O,NR,CZ,25.0
A,F,HOL,OC7,GE10,O,NR,DE,
A,F,HOL,OC7,GE10,O,NR,DK,25.0
A,F,HOL,OC7,GE10,O,NR,EA19,27.0
A,F,HOL,OC7,GE10,O,NR,EA20,27.0
A,F,HOL,OC7,GE10,O,NR,EE,
A,F,HOL,OC7,GE10,O,NR,ES,24.0
A,F,HOL,OC7,GE10,O,NR,EU27_2020,27.0
A,F,HOL,OC7,GE10,O,NR,FI,26.0
A,F,HOL,OC7,GE10,O,NR,FR,27.0
A,F,HOL,OC7,GE10,O,NR,HR,
A,F,HOL,OC7,GE10,O,NR,HU,29.0
A,F,HOL,OC7,GE10,O,NR,IS,
A,F,HOL,OC7,GE10,O,NR,IT,
A,F,HOL,OC7,GE10,O,NR,LT,
A,F,HOL,OC7,GE10,O,NR,LU,24.0
A,F,HOL,OC7,GE10,O,NR,LV,
A,F,HOL,OC7,GE10,O,NR,MT,
A,F,HOL,OC7,GE10,O,NR,NL,
A,F,HOL,OC7,GE10,O,NR,NO,
A,F,HOL,OC7,GE10,O,NR,PL,
A,F,HOL,OC7,GE10,O,NR,RO,23.0
A,F,HOL,OC7,GE10,O,NR,RS,
A,F,HOL,OC7,GE10,O,NR,SE,
A,F,HOL,OC7,GE10,O,NR,SI,
A,F,HOL,OC7,GE10,O,NR,SK,
A,F,HOL,OC7,GE10,O-S,NR,BA,27.0
A,F,HOL,OC7,GE10,O-S,NR,BG,31.0
A,F,HOL,OC7,GE10,O-S,NR,CH,17.0
A,F,HOL,OC7,GE10,O-S,NR,CY,
A,F,HOL,OC7,GE10,O-S,NR,CZ,27.0
A,F,HOL,OC7,GE10,O-S,NR,DE,23.0
A,F,HOL,OC7,GE10,O-S,NR,DK,24.0
A,F,HOL,OC7,GE10,O-S,NR,EA19,27.0
A,F,HOL,OC7,GE10,O-S,NR,EA20,27.0
A,F,HOL,OC7,GE10,O-S,NR,EE,22.0
A,F,HOL,OC7,GE10,O-S,NR,ES,25.0
A,F,HOL,OC7,GE10,O-S,NR,EU27_2020,28.0
A,F,HOL,OC7,GE10,O-S,NR,FI,25.0
A,F,HOL,OC7,GE10,O-S,NR,FR,28.0
A,F,HOL,OC7,GE10,O-S,NR,HR,28.0
A,F,HOL,OC7,GE10,O-S,NR,HU,28.0
A,F,HOL,OC7,GE10,O-S,NR,IE,
A,F,HOL,OC7,GE10,O-S,NR,IS,
A,F,HOL,OC7,GE10,O-S,NR,IT,24.0
A,F,HOL,OC7,GE10,O-S,NR,LT,22.0
A,F,HOL,OC7,GE10,O-S,NR,LU,
A,F,HOL,OC7,GE10,O-S,NR,LV,22.0
A,F,HOL,OC7,GE10,O-S,NR,MT,
A,F,HOL,OC7,GE10,O-S,NR,NL,16.0
A,F,HOL,OC7,GE10,O-S,NR,NO,22.0
A,F,HOL,OC7,GE10,O-S,NR,PL,25.0
A,F,HOL,OC7,GE10,O-S,NR,RO,29.0
A,F,HOL,OC7,GE10,O-S,NR,RS,27.0
A,F,HOL,OC7,GE10,O-S,NR,SE,28.0
A,F,HOL,OC7,GE10,O-S,NR,SI,33.0
A,F,HOL,OC7,GE10,O-S,NR,SK,26.0
A,F,HOL,OC7,GE10,P,NR,AL,
A,F,HOL,OC7,GE10,P,NR,AT,21.0
A,F,HOL,OC7,GE10,P,NR,BA,
A,F,HOL,OC7,GE10,P,NR,BE,
A,F,HOL,OC7,GE10,P,NR,BG,
A,F,HOL,OC7,GE10,P,NR,CH,16.0
A,F,HOL,OC7,GE10,P,NR,CY,
A,F,HOL,OC7,GE10,P,NR,CZ,
A,F,HOL,OC7,GE10,P,NR,DE,
A,F,HOL,OC7,GE10,P,NR,DK,25.0
A,F,HOL,OC7,GE10,P,NR,EA19,35.0
A,F,HOL,OC7,GE10,P,NR,EA20,35.0
A,F,HOL,OC7,GE10,P,NR,EE,
A,F,HOL,OC7,GE10,P,NR,EL,
A,F,HOL,OC7,GE10,P,NR,ES,
A,F,HOL,OC7,GE10,P,NR,EU27_2020,34.0
A,F,HOL,OC7,GE10,P,NR,FI,
A,F,HOL,OC7,GE10,P,NR,FR,39.0
A,F,HOL,OC7,GE10,P,NR,HR,
A,F,HOL,OC7,GE10,P,NR,HU,
A,F,HOL,OC7,GE10,P,NR,IE,
A,F,HOL,OC7,GE10,P,NR,IT,
A,F,HOL,OC7,GE10,P,NR,LT,
A,F,HOL,OC7,GE10,P,NR,LU,24.0
A,F,HOL,OC7,GE10,P,NR,LV,22.0
A,F,HOL,OC7,GE10,P,NR,MT,
A,F,HOL,OC7,GE10,P,NR,NL,
A,F,HOL,OC7,GE10,P,NR,NO,21.0
A,F,HOL,OC7,GE10,P,NR,PL,
A,F,HOL,OC7,GE10,P,NR,PT,
A,F,HOL,OC7,GE10,P,NR,RO,32.0
A,F,HOL,OC7,GE10,P,NR,RS,
A,F,HOL,OC7,GE10,P,NR,SE,
A,F,HOL,OC7,GE10,P,NR,SI,32.0
A,F,HOL,OC7,GE10,P,NR,SK,
A,F,HOL,OC7,GE10,P-S,NR,AL,23.0
A,F,HOL,OC7,GE10,P-S,NR,AT,24.0
A,F,HOL,OC7,GE10,P-S,NR,BA,27.0
A,F,HOL,OC7,GE10,P-S,NR,BE,18.0
A,F,HOL,OC7,GE10,P-S,NR,BG,31.0
A,F,HOL,OC7,GE10,P-S,NR,CH,18.0
A,F,HOL,OC7,GE10,P-S,NR,CY,
A,F,HOL,OC7,GE10,P-S,NR,CZ,27.0
A,F,HOL,OC7,GE10,P-S,NR,DE,23.0
A,F,HOL,OC7,GE10,P-S,NR,DK,23.0
A,F,HOL,OC7,GE10,P-S,NR,EA19,28.0
A,F,HOL,OC7,GE10,P-S,NR,EA20,28.0
A,F,HOL,OC7,GE10,P-S,NR,EE,21.0
A,F,HOL,OC7,GE10,P-S,NR,EL,30.0
A,F,HOL,OC7,GE10,P-S,NR,ES,26.0
A,F,HOL,OC7,GE10,P-S,NR,EU27_2020,28.0
A,F,HOL,OC7,GE10,P-S,NR,FI,25.0
A,F,HOL,OC7,GE10,P-S,NR,FR,31.0
A,F,HOL,OC7,GE10,P-S,NR,HR,27.0
A,F,HOL,OC7,GE10,P-S,NR,HU,28.0
A,F,HOL,OC7,GE10,P-S,NR,IE,
A,F,HOL,OC7,GE10,P-S,NR,IS,
A,F,HOL,OC7,GE10,P-S,NR,IT,23.0
A,F,HOL,OC7,GE10,P-S,NR,LT,22.0
A,F,HOL,OC7,GE10,P-S,NR,LU,
A,F,HOL,OC7,GE10,P-S,NR,LV,22.0
A,F,HOL,OC7,GE10,P-S,NR,MT,
A,F,HOL,OC7,GE10,P-S,NR,NL,15.0
A,F,HOL,OC7,GE10,P-S,NR,NO,20.0
A,F,HOL,OC7,GE10,P-S,NR,PL,25.0
A,F,HOL,OC7,GE10,P-S,NR,PT,24.0
A,F,HOL,OC7,GE10,P-S,NR,RO,30.0
A,F,HOL,OC7,GE10,P-S,NR,RS,27.0
A,F,HOL,OC7,GE10,P-S,NR,SE,28.0
A,F,HOL,OC7,GE10,P-S,NR,SI,33.0
A,F,HOL,OC7,GE10,P-S,NR,SK,26.0
A,F,HOL,OC7,GE10,Q,NR,AL,
A,F,HOL,OC7,GE10,Q,NR,AT,
A,F,HOL,OC7,GE10,Q,NR,BA,28.0
A,F,HOL,OC7,GE10,Q,NR,BE,
A,F,HOL,OC7,GE10,Q,NR,BG,31.0
A,F,HOL,OC7,GE10,Q,NR,CH,18.0
A,F,HOL,OC7,GE10,Q,NR,CY,
A,F,HOL,OC7,GE10,Q,NR,CZ,27.0
A,F,HOL,OC7,GE10,Q,NR,DE,19.0
A,F,HOL,OC7,GE10,Q,NR,DK,24.0
A,F,HOL,OC7,GE10,Q,NR,EA19,27.0
A,F,HOL,OC7,GE10,Q,NR,EA20,27.0
A,F,HOL,OC7,GE10,Q,NR,EE,
A,F,HOL,OC7,GE10,Q,NR,EL,31.0
A,F,HOL,OC7,GE10,Q,NR,ES,28.0
A,F,HOL,OC7,GE10,Q,NR,EU27_2020,27.0
A,F,HOL,OC7,GE10,Q,NR,FI,28.0
A,F,HOL,OC7,GE10,Q,NR,FR,29.0
A,F,HOL,OC7,GE10,Q,NR,HR,
A,F,HOL,OC7,GE10,Q,NR,HU,27.0
A,F,HOL,OC7,GE10,Q,NR,IE,
A,F,HOL,OC7,GE10,Q,NR,IS,
A,F,HOL,OC7,GE10,Q,NR,IT,23.0
A,F,HOL,OC7,GE10,Q,NR,LT,
A,F,HOL,OC7,GE10,Q,NR,LU,
A,F,HOL,OC7,GE10,Q,NR,LV,21.0
A,F,HOL,OC7,GE10,Q,NR,MT,
A,F,HOL,OC7,GE10,Q,NR,NL,15.0
A,F,HOL,OC7,GE10,Q,NR,NO,18.0
A,F,HOL,OC7,GE10,Q,NR,PL,26.0
A,F,HOL,OC7,GE10,Q,NR,PT,25.0
A,F,HOL,OC7,GE10,Q,NR,RO,29.0
A,F,HOL,OC7,GE10,Q,NR,RS,25.0
A,F,HOL,OC7,GE10,Q,NR,SE,33.0
A,F,HOL,OC7,GE10,Q,NR,SI,34.0
A,F,HOL,OC7,GE10,Q,NR,SK,
A,F,HOL,OC7,GE10,R,NR,AL,
A,F,HOL,OC7,GE10,R,NR,AT,26.0
A,F,HOL,OC7,GE10,R,NR,BA,
A,F,HOL,OC7,GE10,R,NR,BE,
