freq,sex,indic_se,isco08,sizeclas,nace_r2,unit,geo\TIME_PERIOD,2022
A,M,HOL,TOTAL,GE10,B-N,NR,PL,24.0
A,M,HOL,TOTAL,GE10,B-N,NR,PT,23.0
A,M,HOL,TOTAL,GE10,B-N,NR,RO,23.0
A,M,HOL,TOTAL,GE10,B-N,NR,RS,24.0
A,M,HOL,TOTAL,GE10,B-N,NR,SE,27.0
A,M,HOL,TOTAL,GE10,B-N,NR,SI,27.0
A,M,HOL,TOTAL,GE10,B-N,NR,SK,25.0
A,M,HOL,TOTAL,GE10,B-S,NR,BA,25.0
A,M,HOL,TOTAL,GE10,B-S,NR,BG,25.0
A,M,HOL,TOTAL,GE10,B-S,NR,CH,23.0
A,M,HOL,TOTAL,GE10,B-S,NR,CY,24.0
A,M,HOL,TOTAL,GE10,B-S,NR,CZ,26.0
A,M,HOL,TOTAL,GE10,B-S,NR,DE,27.0
A,M,HOL,TOTAL,GE10,B-S,NR,DK,22.0
A,M,HOL,TOTAL,GE10,B-S,NR,EE,22.0
A,M,HOL,TOTAL,GE10,B-S,NR,ES,24.0
A,M,HOL,TOTAL,GE10,B-S,NR,FI,23.0
A,M,HOL,TOTAL,GE10,B-S,NR,FR,29.0
A,M,HOL,TOTAL,GE10,B-S,NR,HR,23.0
A,M,HOL,TOTAL,GE10,B-S,NR,HU,28.0
A,M,HOL,TOTAL,GE10,B-S,NR,IE,24.0
A,M,HOL,TOTAL,GE10,B-S,NR,IT,27.0
A,M,HOL,TOTAL,GE10,B-S,NR,LT,23.0
A,M,HOL,TOTAL,GE10,B-S,NR,LU,28.0
A,M,HOL,TOTAL,GE10,B-S,NR,LV,22.0
A,M,HOL,TOTAL,GE10,B-S,NR,MT,30.0
A,M,HOL,TOTAL,GE10,B-S,NR,NL,21.0
A,M,HOL,TOTAL,GE10,B-S,NR,NO,24.0
A,M,HOL,TOTAL,GE10,B-S,NR,PL,24.0
A,M,HOL,TOTAL,GE10,B-S,NR,RO,24.0
A,M,HOL,TOTAL,GE10,B-S,NR,RS,25.0
A,M,HOL,TOTAL,GE10,B-S,NR,SE,28.0
A,M,HOL,TOTAL,GE10,B-S,NR,SI,28.0
A,M,HOL,TOTAL,GE10,B-S,NR,SK,27.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,AL,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,AT,26.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,BA,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,BE,21.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,BG,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,CH,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,CY,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,CZ,25.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,DE,27.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,DK,22.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,EA19,26.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,EA20,26.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,EE,22.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,EL,27.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,ES,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,EU27_2020,26.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,FI,23.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,FR,29.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,HR,23.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,HU,28.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,IE,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,IT,25.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,LT,23.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,LU,28.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,LV,22.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,MT,30.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,NL,22.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,NO,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,PL,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,PT,23.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,RO,24.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,RS,25.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,SE,28.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,SI,27.0
A,M,HOL,TOTAL,GE10,B-S_X_O,NR,SK,26.0
A,M,HOL,TOTAL,GE10,C,NR,AL,22.0
A,M,HOL,TOTAL,GE10,C,NR,AT,26.0
A,M,HOL,TOTAL,GE10,C,NR,BA,23.0
A,M,HOL,TOTAL,GE10,C,NR,BE,21.0
A,M,HOL,TOTAL,GE10,C,NR,BG,23.0
A,M,HOL,TOTAL,GE10,C,NR,CH,25.0
A,M,HOL,TOTAL,GE10,C,NR,CY,23.0
A,M,HOL,TOTAL,GE10,C,NR,CZ,25.0
A,M,HOL,TOTAL,GE10,C,NR,DE,29.0
A,M,HOL,TOTAL,GE10,C,NR,DK,24.0
A,M,HOL,TOTAL,GE10,C,NR,EA19,26.0
A,M,HOL,TOTAL,GE10,C,NR,EA20,26.0
A,M,HOL,TOTAL,GE10,C,NR,EE,22.0
A,M,HOL,TOTAL,GE10,C,NR,EL,26.0
A,M,HOL,TOTAL,GE10,C,NR,ES,25.0
A,M,HOL,TOTAL,GE10,C,NR,EU27_2020,26.0
A,M,HOL,TOTAL,GE10,C,NR,FI,23.0
A,M,HOL,TOTAL,GE10,C,NR,FR,27.0
A,M,HOL,TOTAL,GE10,C,NR,HR,22.0
A,M,HOL,TOTAL,GE10,C,NR,HU,28.0
A,M,HOL,TOTAL,GE10,C,NR,IE,23.0
A,M,HOL,TOTAL,GE10,C,NR,IS,28.0
A,M,HOL,TOTAL,GE10,C,NR,IT,23.0
A,M,HOL,TOTAL,GE10,C,NR,LT,23.0
A,M,HOL,TOTAL,GE10,C,NR,LU,26.0
A,M,HOL,TOTAL,GE10,C,NR,LV,21.0
A,M,HOL,TOTAL,GE10,C,NR,MT,28.0
A,M,HOL,TOTAL,GE10,C,NR,NL,25.0
A,M,HOL,TOTAL,GE10,C,NR,NO,26.0
A,M,HOL,TOTAL,GE10,C,NR,PL,25.0
A,M,HOL,TOTAL,GE10,C,NR,PT,23.0
A,M,HOL,TOTAL,GE10,C,NR,RO,23.0
A,M,HOL,TOTAL,GE10,C,NR,RS,23.0
A,M,HOL,TOTAL,GE10,C,NR,SE,27.0
A,M,HOL,TOTAL,GE10,C,NR,SI,27.0
A,M,HOL,TOTAL,GE10,C,NR,SK,26.0
A,M,HOL,TOTAL,GE10,D,NR,AL,23.0
A,M,HOL,TOTAL,GE10,D,NR,AT,27.0
A,M,HOL,TOTAL,GE10,D,NR,BA,28.0
A,M,HOL,TOTAL,GE10,D,NR,BE,21.0
A,M,HOL,TOTAL,GE10,D,NR,BG,33.0
A,M,HOL,TOTAL,GE10,D,NR,CH,25.0
A,M,HOL,TOTAL,GE10,D,NR,CY,
A,M,HOL,TOTAL,GE10,D,NR,CZ,26.0
A,M,HOL,TOTAL,GE10,D,NR,DE,29.0
A,M,HOL,TOTAL,GE10,D,NR,DK,25.0
A,M,HOL,TOTAL,GE10,D,NR,EA19,29.0
A,M,HOL,TOTAL,GE10,D,NR,EA20,29.0
A,M,HOL,TOTAL,GE10,D,NR,EE,26.0
A,M,HOL,TOTAL,GE10,D,NR,EL,26.0
A,M,HOL,TOTAL,GE10,D,NR,ES,26.0
A,M,HOL,TOTAL,GE10,D,NR,EU27_2020,28.0
A,M,HOL,TOTAL,GE10,D,NR,FI,23.0
A,M,HOL,TOTAL,GE10,D,NR,FR,34.0
A,M,HOL,TOTAL,GE10,D,NR,HR,26.0
A,M,HOL,TOTAL,GE10,D,NR,HU,30.0
A,M,HOL,TOTAL,GE10,D,NR,IE,26.0
A,M,HOL,TOTAL,GE10,D,NR,IS,30.0
A,M,HOL,TOTAL,GE10,D,NR,IT,24.0
A,M,HOL,TOTAL,GE10,D,NR,LT,24.0
A,M,HOL,TOTAL,GE10,D,NR,LU,
A,M,HOL,TOTAL,GE10,D,NR,LV,23.0
A,M,HOL,TOTAL,GE10,D,NR,MT,
A,M,HOL,TOTAL,GE10,D,NR,NL,20.0
A,M,HOL,TOTAL,GE10,D,NR,NO,26.0
A,M,HOL,TOTAL,GE10,D,NR,PL,26.0
A,M,HOL,TOTAL,GE10,D,NR,PT,24.0
A,M,HOL,TOTAL,GE10,D,NR,RO,29.0
A,M,HOL,TOTAL,GE10,D,NR,RS,33.0
A,M,HOL,TOTAL,GE10,D,NR,SE,28.0
A,M,HOL,TOTAL,GE10,D,NR,SI,33.0
A,M,HOL,TOTAL,GE10,D,NR,SK,29.0
A,M,HOL,TOTAL,GE10,E,NR,AL,25.0
A,M,HOL,TOTAL,GE10,E,NR,AT,26.0
A,M,HOL,TOTAL,GE10,E,NR,BA,26.0
A,M,HOL,TOTAL,GE10,E,NR,BE,21.0
A,M,HOL,TOTAL,GE10,E,NR,BG,26.0
A,M,HOL,TOTAL,GE10,E,NR,CH,23.0
A,M,HOL,TOTAL,GE10,E,NR,CY,25.0
A,M,HOL,TOTAL,GE10,E,NR,CZ,25.0
A,M,HOL,TOTAL,GE10,E,NR,DE,29.0
A,M,HOL,TOTAL,GE10,E,NR,DK,23.0
A,M,HOL,TOTAL,GE10,E,NR,EA19,27.0
A,M,HOL,TOTAL,GE10,E,NR,EA20,27.0
A,M,HOL,TOTAL,GE10,E,NR,EE,22.0
A,M,HOL,TOTAL,GE10,E,NR,EL,25.0
A,M,HOL,TOTAL,GE10,E,NR,ES,24.0
A,M,HOL,TOTAL,GE10,E,NR,EU27_2020,26.0
A,M,HOL,TOTAL,GE10,E,NR,FI,26.0
A,M,HOL,TOTAL,GE10,E,NR,FR,30.0
A,M,HOL,TOTAL,GE10,E,NR,HR,24.0
A,M,HOL,TOTAL,GE10,E,NR,HU,30.0
A,M,HOL,TOTAL,GE10,E,NR,IE,20.0
A,M,HOL,TOTAL,GE10,E,NR,IS,28.0
A,M,HOL,TOTAL,GE10,E,NR,IT,26.0
A,M,HOL,TOTAL,GE10,E,NR,LT,24.0
A,M,HOL,TOTAL,GE10,E,NR,LU,26.0
A,M,HOL,TOTAL,GE10,E,NR,LV,21.0
A,M,HOL,TOTAL,GE10,E,NR,MT,
A,M,HOL,TOTAL,GE10,E,NR,NL,26.0
A,M,HOL,TOTAL,GE10,E,NR,NO,25.0
A,M,HOL,TOTAL,GE10,E,NR,PL,24.0
A,M,HOL,TOTAL,GE10,E,NR,PT,24.0
A,M,HOL,TOTAL,GE10,E,NR,RO,25.0
A,M,HOL,TOTAL,GE10,E,NR,RS,29.0
A,M,HOL,TOTAL,GE10,E,NR,SE,29.0
A,M,HOL,TOTAL,GE10,E,NR,SI,30.0
A,M,HOL,TOTAL,GE10,E,NR,SK,28.0
A,M,HOL,TOTAL,GE10,F,NR,AL,22.0
A,M,HOL,TOTAL,GE10,F,NR,AT,27.0
A,M,HOL,TOTAL,GE10,F,NR,BA,23.0
A,M,HOL,TOTAL,GE10,F,NR,BE,20.0
A,M,HOL,TOTAL,GE10,F,NR,BG,22.0
A,M,HOL,TOTAL,GE10,F,NR,CH,24.0
A,M,HOL,TOTAL,GE10,F,NR,CY,23.0
A,M,HOL,TOTAL,GE10,F,NR,CZ,23.0
A,M,HOL,TOTAL,GE10,F,NR,DE,28.0
A,M,HOL,TOTAL,GE10,F,NR,DK,23.0
A,M,HOL,TOTAL,GE10,F,NR,EA19,26.0
A,M,HOL,TOTAL,GE10,F,NR,EA20,26.0
A,M,HOL,TOTAL,GE10,F,NR,EE,21.0
A,M,HOL,TOTAL,GE10,F,NR,EL,26.0
A,M,HOL,TOTAL,GE10,F,NR,ES,24.0
A,M,HOL,TOTAL,GE10,F,NR,EU27_2020,25.0
A,M,HOL,TOTAL,GE10,F,NR,FI,22.0
A,M,HOL,TOTAL,GE10,F,NR,FR,28.0
A,M,HOL,TOTAL,GE10,F,NR,HR,21.0
A,M,HOL,TOTAL,GE10,F,NR,HU,27.0
A,M,HOL,TOTAL,GE10,F,NR,IE,23.0
A,M,HOL,TOTAL,GE10,F,NR,IS,28.0
A,M,HOL,TOTAL,GE10,F,NR,IT,22.0
A,M,HOL,TOTAL,GE10,F,NR,LT,23.0
A,M,HOL,TOTAL,GE10,F,NR,LU,27.0
A,M,HOL,TOTAL,GE10,F,NR,LV,21.0
A,M,HOL,TOTAL,GE10,F,NR,MT,28.0
A,M,HOL,TOTAL,GE10,F,NR,NL,24.0
A,M,HOL,TOTAL,GE10,F,NR,NO,26.0
A,M,HOL,TOTAL,GE10,F,NR,PL,23.0
A,M,HOL,TOTAL,GE10,F,NR,PT,23.0
A,M,HOL,TOTAL,GE10,F,NR,RO,22.0
A,M,HOL,TOTAL,GE10,F,NR,RS,22.0
A,M,HOL,TOTAL,GE10,F,NR,SE,27.0
A,M,HOL,TOTAL,GE10,F,NR,SI,24.0
A,M,HOL,TOTAL,GE10,F,NR,SK,25.0
A,M,HOL,TOTAL,GE10,G,NR,AL,23.0
A,M,HOL,TOTAL,GE10,G,NR,AT,25.0
A,M,HOL,TOTAL,GE10,G,NR,BA,22.0
A,M,HOL,TOTAL,GE10,G,NR,BE,20.0
A,M,HOL,TOTAL,GE10,G,NR,BG,21.0
A,M,HOL,TOTAL,GE10,G,NR,CH,24.0
A,M,HOL,TOTAL,GE10,G,NR,CY,23.0
A,M,HOL,TOTAL,GE10,G,NR,CZ,24.0
A,M,HOL,TOTAL,GE10,G,NR,DE,28.0
A,M,HOL,TOTAL,GE10,G,NR,DK,21.0
A,M,HOL,TOTAL,GE10,G,NR,EA19,25.0
A,M,HOL,TOTAL,GE10,G,NR,EA20,25.0
A,M,HOL,TOTAL,GE10,G,NR,EE,21.0
A,M,HOL,TOTAL,GE10,G,NR,EL,26.0
A,M,HOL,TOTAL,GE10,G,NR,ES,23.0
A,M,HOL,TOTAL,GE10,G,NR,EU27_2020,25.0
A,M,HOL,TOTAL,GE10,G,NR,FI,20.0
A,M,HOL,TOTAL,GE10,G,NR,FR,26.0
A,M,HOL,TOTAL,GE10,G,NR,HR,22.0
A,M,HOL,TOTAL,GE10,G,NR,HU,27.0
A,M,HOL,TOTAL,GE10,G,NR,IE,22.0
A,M,HOL,TOTAL,GE10,G,NR,IS,23.0
A,M,HOL,TOTAL,GE10,G,NR,IT,25.0
A,M,HOL,TOTAL,GE10,G,NR,LT,22.0
A,M,HOL,TOTAL,GE10,G,NR,LU,26.0
A,M,HOL,TOTAL,GE10,G,NR,LV,21.0
A,M,HOL,TOTAL,GE10,G,NR,MT,28.0
A,M,HOL,TOTAL,GE10,G,NR,NL,20.0
A,M,HOL,TOTAL,GE10,G,NR,NO,23.0
A,M,HOL,TOTAL,GE10,G,NR,PL,23.0
A,M,HOL,TOTAL,GE10,G,NR,PT,23.0
A,M,HOL,TOTAL,GE10,G,NR,RO,22.0
A,M,HOL,TOTAL,GE10,G,NR,RS,22.0
A,M,HOL,TOTAL,GE10,G,NR,SE,26.0
A,M,HOL,TOTAL,GE10,G,NR,SI,27.0
A,M,HOL,TOTAL,GE10,G,NR,SK,25.0
A,M,HOL,TOTAL,GE10,G-J,NR,AL,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,AT,25.0
A,M,HOL,TOTAL,GE10,G-J,NR,BA,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,BE,21.0
A,M,HOL,TOTAL,GE10,G-J,NR,BG,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,CH,24.0
A,M,HOL,TOTAL,GE10,G-J,NR,CY,24.0
A,M,HOL,TOTAL,GE10,G-J,NR,CZ,24.0
A,M,HOL,TOTAL,GE10,G-J,NR,DE,27.0
A,M,HOL,TOTAL,GE10,G-J,NR,DK,21.0
A,M,HOL,TOTAL,GE10,G-J,NR,EA19,25.0
A,M,HOL,TOTAL,GE10,G-J,NR,EA20,25.0
A,M,HOL,TOTAL,GE10,G-J,NR,EE,21.0
A,M,HOL,TOTAL,GE10,G-J,NR,EL,26.0
A,M,HOL,TOTAL,GE10,G-J,NR,ES,24.0
A,M,HOL,TOTAL,GE10,G-J,NR,EU27_2020,25.0
A,M,HOL,TOTAL,GE10,G-J,NR,FI,21.0
A,M,HOL,TOTAL,GE10,G-J,NR,FR,27.0
A,M,HOL,TOTAL,GE10,G-J,NR,HR,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,HU,27.0
A,M,HOL,TOTAL,GE10,G-J,NR,IE,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,IS,25.0
A,M,HOL,TOTAL,GE10,G-J,NR,IT,25.0
A,M,HOL,TOTAL,GE10,G-J,NR,LT,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,LU,26.0
A,M,HOL,TOTAL,GE10,G-J,NR,LV,21.0
A,M,HOL,TOTAL,GE10,G-J,NR,MT,28.0
A,M,HOL,TOTAL,GE10,G-J,NR,NL,21.0
A,M,HOL,TOTAL,GE10,G-J,NR,NO,24.0
A,M,HOL,TOTAL,GE10,G-J,NR,PL,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,PT,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,RO,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,RS,23.0
A,M,HOL,TOTAL,GE10,G-J,NR,SE,27.0
A,M,HOL,TOTAL,GE10,G-J,NR,SI,27.0
A,M,HOL,TOTAL,GE10,G-J,NR,SK,25.0
A,M,HOL,TOTAL,GE10,G-S,NR,BA,25.0
A,M,HOL,TOTAL,GE10,G-S,NR,BG,25.0
A,M,HOL,TOTAL,GE10,G-S,NR,CH,23.0
A,M,HOL,TOTAL,GE10,G-S,NR,CY,25.0
A,M,HOL,TOTAL,GE10,G-S,NR,CZ,26.0
A,M,HOL,TOTAL,GE10,G-S,NR,DE,26.0
A,M,HOL,TOTAL,GE10,G-S,NR,DK,22.0
A,M,HOL,TOTAL,GE10,G-S,NR,EE,23.0
A,M,HOL,TOTAL,GE10,G-S,NR,ES,24.0
A,M,HOL,TOTAL,GE10,G-S,NR,FI,23.0
A,M,HOL,TOTAL,GE10,G-S,NR,FR,29.0
A,M,HOL,TOTAL,GE10,G-S,NR,HR,24.0
A,M,HOL,TOTAL,GE10,G-S,NR,HU,28.0
A,M,HOL,TOTAL,GE10,G-S,NR,IE,25.0
A,M,HOL,TOTAL,GE10,G-S,NR,IT,28.0
A,M,HOL,TOTAL,GE10,G-S,NR,LT,24.0
A,M,HOL,TOTAL,GE10,G-S,NR,LU,28.0
A,M,HOL,TOTAL,GE10,G-S,NR,LV,23.0
A,M,HOL,TOTAL,GE10,G-S,NR,MT,30.0
A,M,HOL,TOTAL,GE10,G-S,NR,NL,21.0
A,M,HOL,TOTAL,GE10,G-S,NR,NO,24.0
A,M,HOL,TOTAL,GE10,G-S,NR,PL,24.0
A,M,HOL,TOTAL,GE10,G-S,NR,RO,25.0
A,M,HOL,TOTAL,GE10,G-S,NR,RS,26.0
A,M,HOL,TOTAL,GE10,G-S,NR,SE,28.0
A,M,HOL,TOTAL,GE10,G-S,NR,SI,29.0
A,M,HOL,TOTAL,GE10,G-S,NR,SK,27.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,AL,25.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,AT,25.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,BA,24.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,BE,21.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,BG,25.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,CH,23.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,CY,24.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,CZ,26.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,DE,26.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,DK,22.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,EA19,26.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,EA20,26.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,EE,21.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,EL,27.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,ES,24.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,EU27_2020,26.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,FI,23.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,FR,29.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,HR,23.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,HU,28.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,IE,24.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,IT,26.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,LT,23.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,LU,28.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,LV,22.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,MT,30.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,NL,21.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,NO,24.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,PL,24.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,PT,23.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,RO,25.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,RS,25.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,SE,28.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,SI,28.0
A,M,HOL,TOTAL,GE10,G-S_X_O,NR,SK,26.0
A,M,HOL,TOTAL,GE10,H,NR,AL,23.0
A,M,HOL,TOTAL,GE10,H,NR,AT,26.0
A,M,HOL,TOTAL,GE10,H,NR,BA,25.0
A,M,HOL,TOTAL,GE10,H,NR,BE,20.0
A,M,HOL,TOTAL,GE10,H,NR,BG,26.0
A,M,HOL,TOTAL,GE10,H,NR,CH,24.0
A,M,HOL,TOTAL,GE10,H,NR,CY,27.0
A,M,HOL,TOTAL,GE10,H,NR,CZ,24.0
A,M,HOL,TOTAL,GE10,H,NR,DE,26.0
A,M,HOL,TOTAL,GE10,H,NR,DK,22.0
A,M,HOL,TOTAL,GE10,H,NR,EA19,26.0
A,M,HOL,TOTAL,GE10,H,NR,EA20,26.0
A,M,HOL,TOTAL,GE10,H,NR,EE,22.0
A,M,HOL,TOTAL,GE10,H,NR,EL,25.0
A,M,HOL,TOTAL,GE10,H,NR,ES,24.0
A,M,HOL,TOTAL,GE10,H,NR,EU27_2020,25.0
A,M,HOL,TOTAL,GE10,H,NR,FI,22.0
A,M,HOL,TOTAL,GE10,H,NR,FR,29.0
A,M,HOL,TOTAL,GE10,H,NR,HR,25.0
A,M,HOL,TOTAL,GE10,H,NR,HU,29.0
A,M,HOL,TOTAL,GE10,H,NR,IE,23.0
A,M,HOL,TOTAL,GE10,H,NR,IS,29.0
A,M,HOL,TOTAL,GE10,H,NR,IT,25.0
A,M,HOL,TOTAL,GE10,H,NR,LT,25.0
A,M,HOL,TOTAL,GE10,H,NR,LU,26.0
A,M,HOL,TOTAL,GE10,H,NR,LV,22.0
A,M,HOL,TOTAL,GE10,H,NR,MT,28.0
A,M,HOL,TOTAL,GE10,H,NR,NL,23.0
A,M,HOL,TOTAL,GE10,H,NR,NO,25.0
A,M,HOL,TOTAL,GE10,H,NR,PL,23.0
A,M,HOL,TOTAL,GE10,H,NR,PT,23.0
A,M,HOL,TOTAL,GE10,H,NR,RO,24.0
A,M,HOL,TOTAL,GE10,H,NR,RS,25.0
A,M,HOL,TOTAL,GE10,H,NR,SE,26.0
A,M,HOL,TOTAL,GE10,H,NR,SI,27.0
A,M,HOL,TOTAL,GE10,H,NR,SK,25.0
A,M,HOL,TOTAL,GE10,I,NR,AL,22.0
A,M,HOL,TOTAL,GE10,I,NR,AT,24.0
A,M,HOL,TOTAL,GE10,I,NR,BA,22.0
A,M,HOL,TOTAL,GE10,I,NR,BE,21.0
A,M,HOL,TOTAL,GE10,I,NR,BG,21.0
A,M,HOL,TOTAL,GE10,I,NR,CH,28.0
A,M,HOL,TOTAL,GE10,I,NR,CY,25.0
A,M,HOL,TOTAL,GE10,I,NR,CZ,22.0
A,M,HOL,TOTAL,GE10,I,NR,DE,21.0
A,M,HOL,TOTAL,GE10,I,NR,DK,16.0
A,M,HOL,TOTAL,GE10,I,NR,EA19,23.0
A,M,HOL,TOTAL,GE10,I,NR,EA20,23.0
A,M,HOL,TOTAL,GE10,I,NR,EE,19.0
A,M,HOL,TOTAL,GE10,I,NR,EL,28.0
A,M,HOL,TOTAL,GE10,I,NR,ES,23.0
A,M,HOL,TOTAL,GE10,I,NR,EU27_2020,23.0
A,M,HOL,TOTAL,GE10,I,NR,FI,18.0
A,M,HOL,TOTAL,GE10,I,NR,FR,24.0
A,M,HOL,TOTAL,GE10,I,NR,HR,22.0
A,M,HOL,TOTAL,GE10,I,NR,HU,24.0
A,M,HOL,TOTAL,GE10,I,NR,IE,22.0
A,M,HOL,TOTAL,GE10,I,NR,IS,20.0
A,M,HOL,TOTAL,GE10,I,NR,IT,25.0
A,M,HOL,TOTAL,GE10,I,NR,LT,20.0
A,M,HOL,TOTAL,GE10,I,NR,LU,27.0
A,M,HOL,TOTAL,GE10,I,NR,LV,21.0
A,M,HOL,TOTAL,GE10,I,NR,MT,28.0
A,M,HOL,TOTAL,GE10,I,NR,NL,15.0
A,M,HOL,TOTAL,GE10,I,NR,NO,22.0
A,M,HOL,TOTAL,GE10,I,NR,PL,20.0
A,M,HOL,TOTAL,GE10,I,NR,PT,24.0
A,M,HOL,TOTAL,GE10,I,NR,RO,21.0
A,M,HOL,TOTAL,GE10,I,NR,RS,22.0
A,M,HOL,TOTAL,GE10,I,NR,SE,25.0
A,M,HOL,TOTAL,GE10,I,NR,SI,25.0
A,M,HOL,TOTAL,GE10,I,NR,SK,25.0
A,M,HOL,TOTAL,GE10,J,NR,AL,22.0
A,M,HOL,TOTAL,GE10,J,NR,AT,26.0
A,M,HOL,TOTAL,GE10,J,NR,BA,25.0
A,M,HOL,TOTAL,GE10,J,NR,BE,22.0
A,M,HOL,TOTAL,GE10,J,NR,BG,24.0
A,M,HOL,TOTAL,GE10,J,NR,CH,24.0
A,M,HOL,TOTAL,GE10,J,NR,CY,25.0
A,M,HOL,TOTAL,GE10,J,NR,CZ,25.0
A,M,HOL,TOTAL,GE10,J,NR,DE,28.0
A,M,HOL,TOTAL,GE10,J,NR,DK,25.0
A,M,HOL,TOTAL,GE10,J,NR,EA19,26.0
A,M,HOL,TOTAL,GE10,J,NR,EA20,26.0
A,M,HOL,TOTAL,GE10,J,NR,EE,21.0
A,M,HOL,TOTAL,GE10,J,NR,EL,26.0
A,M,HOL,TOTAL,GE10,J,NR,ES,24.0
A,M,HOL,TOTAL,GE10,J,NR,EU27_2020,26.0
A,M,HOL,TOTAL,GE10,J,NR,FI,22.0
A,M,HOL,TOTAL,GE10,J,NR,FR,27.0
A,M,HOL,TOTAL,GE10,J,NR,HR,22.0
A,M,HOL,TOTAL,GE10,J,NR,HU,27.0
A,M,HOL,TOTAL,GE10,J,NR,IE,25.0
A,M,HOL,TOTAL,GE10,J,NR,IS,28.0
A,M,HOL,TOTAL,GE10,J,NR,IT,24.0
