Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09859665483236313,0.09902531215039401,0.09859665483236313,0.09859665483236313,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09388143863924236,0.09388143863924236,0.09345278143882751,0.09345278143882751,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.0870222049421365,0.0870222049421365,0.08659355342388153,0.08659355342388153,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08873682469129562,0.08916548194383776,0.08873682469129562,0.08873682469129562,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09130948781967163,0.09173813918020261,0.09130948781967163,0.09130948781967163,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09688203036785126,0.09731068765650579,0.09688203036785126,0.09688203036785126,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10159719735383987,0.1020266214238251,0.10159719735383987,0.10159719735383987,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10588452219963074,0.10631317940348693,0.10588452219963074,0.10588452219963074,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11145711690187454,0.11188577443414807,0.11145711690187454,0.11145711690187454,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.1217454746365547,0.1221741317417055,0.1217454746365547,0.12174547463655472,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12346004694700241,0.12388870389708151,0.12346004694700241,0.12346004694700241,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12088815752393137,0.12088815752393137,0.12045951187610626,0.12045951187610626,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.1174589648539879,0.1174589648539879,0.1170303076505661,0.1170303076505661,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11831626296043396,0.11917357733211031,0.11831626296043396,0.11831626296043396,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11617297568053778,0.11617297568053778,0.11574432998895645,0.11574432998895645,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11102839863748314,0.11102839863748314,0.11059974133968355,0.11059974133968353,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10631317940348693,0.10631317940348693,0.10588452219963074,0.10588452219963074,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10416987421129666,0.10416987421129666,0.10374122858047485,0.10374122858047485,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10931374132633209,0.10974239846897577,0.10931374132633209,0.10931374132633209,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10931377316018098,0.10931377316018098,0.10845647007226944,0.10845647007226944,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.1050272016701722,0.1050272016701722,0.10459854453802109,0.10459854453802109,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10502723604440689,0.1054558933168527,0.10502723604440689,0.10502723604440689,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.107170470058918,0.1080277728295884,0.107170470058918,0.107170470058918,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10674179624196622,0.10674179624196622,0.10631313920021057,0.10631313920021057,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11274299025535583,0.11317164745382136,0.11274299025535583,0.11274299025535583,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10974239846897577,0.10974239846897577,0.10931374132633209,0.10931374132633209,30083200,0.0,0.0
